SERIAL,REF,QUESTNNR,MODE,STARTED,BG02,EW01_01,EW01_02,EW01_03,EW01_04,EW01_05,EW01_06,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,PID
NA,581,base,interview,2023-02-22T14:24:43Z,NA,41,36,71,81,81,81,6,NA,NA,NA,51,37,94,NA,2023-02-22T14:26:17Z,TRUE,FALSE,6,6,581
NA,748,base,interview,2023-02-22T14:24:50Z,NA,-9,-9,1,6,-9,-9,11,NA,NA,NA,50,6,67,NA,2023-02-22T14:25:57Z,TRUE,FALSE,6,6,748
NA,1064,base,interview,2023-02-22T14:24:54Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",54,53,53,53,52,53,4,NA,NA,4,36,69,113,NA,2023-02-22T14:26:47Z,TRUE,FALSE,6,6,1064
NA,540,base,interview,2023-02-22T14:24:55Z,NA,51,80,21,6,7,5,14,NA,NA,NA,66,168,248,NA,2023-02-22T14:29:03Z,TRUE,FALSE,6,6,540
NA,773,base,interview,2023-02-22T14:24:59Z,NA,101,101,101,101,101,101,2,NA,NA,NA,24,23,49,NA,2023-02-22T14:25:48Z,TRUE,FALSE,6,6,773
NA,922,base,interview,2023-02-22T14:25:08Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",8,23,26,24,19,26,3,NA,NA,3,9,760391,40,NA,2023-02-22T14:25:23Z,FALSE,FALSE,5,6,922
NA,635,base,interview,2023-02-22T14:25:22Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,14,NA,18,NA,2023-02-22T14:25:41Z,FALSE,FALSE,5,5,635
NA,543,base,interview,2023-02-22T14:25:28Z,NA,61,37,52,35,53,46,3,NA,NA,NA,45,9,57,NA,2023-02-22T14:26:25Z,TRUE,FALSE,6,6,543
NA,812,base,interview,2023-02-22T14:25:50Z,NA,50,34,36,29,67,57,12,NA,NA,NA,66,NA,78,NA,2023-02-22T14:27:08Z,FALSE,FALSE,5,5,812
NA,763,base,interview,2023-02-22T14:26:00Z,NA,31,54,45,41,50,45,3,NA,NA,NA,22,2,27,NA,2023-02-22T14:26:27Z,TRUE,FALSE,6,6,763
NA,805,base,interview,2023-02-22T14:26:09Z,NA,44,37,49,14,20,28,7,NA,NA,NA,39,119,165,NA,2023-02-22T14:28:54Z,TRUE,FALSE,6,6,805
NA,549,base,interview,2023-02-22T14:26:25Z,NA,24,23,25,30,40,16,12,NA,NA,NA,34,15,61,NA,2023-02-22T14:27:26Z,TRUE,FALSE,6,6,549
NA,680,base,interview,2023-02-22T14:26:48Z,NA,11,13,18,14,14,19,9,NA,NA,NA,18,333164,52,NA,2023-02-26T10:59:59Z,FALSE,FALSE,6,6,680
NA,753,base,interview,2023-02-22T14:26:53Z,NA,30,31,28,27,22,22,4,NA,NA,NA,37,NA,41,NA,2023-02-22T14:27:34Z,FALSE,FALSE,5,5,753
NA,763,base,interview,2023-02-22T14:26:55Z,NA,75,-9,40,-9,67,-9,2,NA,NA,NA,11,NA,13,NA,2023-02-22T14:27:08Z,FALSE,FALSE,5,5,763
NA,634,base,interview,2023-02-22T14:27:20Z,NA,1,1,1,-9,-9,-9,7,NA,NA,NA,22,15,44,NA,2023-02-22T14:28:04Z,TRUE,FALSE,6,6,634
NA,635,base,interview,2023-02-22T14:27:36Z,NA,-9,-9,-9,-9,-9,-9,8,NA,NA,NA,15,NA,23,NA,2023-02-22T14:27:59Z,FALSE,FALSE,5,5,635
NA,703,base,interview,2023-02-22T14:27:44Z,NA,26,-9,-9,-9,-9,54,1,NA,NA,NA,15,3852,41,NA,2023-02-22T15:32:12Z,FALSE,FALSE,6,6,703
NA,851,base,interview,2023-02-22T14:28:28Z,NA,-9,-9,-9,-9,-9,-9,8,NA,NA,NA,29,178,215,NA,2023-02-22T14:32:03Z,TRUE,FALSE,6,6,851
NA,721,base,interview,2023-02-22T14:28:59Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,-9,101,-9,55,-9,-9,41,NA,NA,3,28,25,60,NA,2023-02-22T14:30:36Z,TRUE,FALSE,6,6,721
NA,797,base,interview,2023-02-22T14:29:02Z,NA,66,70,77,56,66,56,4,NA,NA,NA,59,34,97,NA,2023-02-22T14:30:39Z,TRUE,FALSE,6,6,797
NA,540,base,interview,2023-02-22T14:29:29Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,2,NA,3,NA,2023-02-22T14:29:32Z,FALSE,FALSE,5,5,540
NA,747,base,interview,2023-02-22T14:30:51Z,NA,21,22,21,21,22,10,10,NA,NA,NA,30,4,44,NA,2023-02-22T14:31:35Z,TRUE,FALSE,6,6,747
NA,867,base,interview,2023-02-22T14:30:55Z,NA,70,77,20,73,51,80,9,NA,NA,NA,44,373,78,NA,2023-02-22T14:38:01Z,TRUE,FALSE,6,6,867
NA,562,base,interview,2023-02-22T14:30:55Z,NA,-9,-9,-9,-9,-9,-9,7,NA,NA,NA,17,NA,24,NA,2023-02-22T14:31:19Z,FALSE,FALSE,5,5,562
NA,546,base,interview,2023-02-22T14:30:57Z,NA,40,52,45,56,18,24,8,NA,NA,NA,46,24,78,NA,2023-02-22T14:32:16Z,TRUE,FALSE,6,6,546
NA,545,base,interview,2023-02-22T14:30:59Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",86,78,65,24,24,24,19,NA,NA,17,63,107,206,NA,2023-02-22T14:34:25Z,TRUE,FALSE,6,6,545
NA,721,base,interview,2023-02-22T14:31:00Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,-9,96,79,-9,-9,-9,1,NA,NA,2,6,56,65,NA,2023-02-22T14:32:05Z,TRUE,FALSE,6,6,721
NA,316,base,interview,2023-02-22T14:31:38Z,NA,88,1,-9,-9,-9,-9,2,NA,NA,NA,13,NA,15,NA,2023-02-22T14:31:53Z,FALSE,FALSE,5,5,316
NA,695,base,interview,2023-02-22T14:32:01Z,NA,49,85,54,58,45,41,2,NA,NA,NA,23,49,74,NA,2023-02-22T14:33:15Z,TRUE,FALSE,6,6,695
NA,765,base,interview,2023-02-22T14:32:04Z,NA,1,-9,-9,-9,-9,-9,3,NA,NA,NA,14,213,230,NA,2023-02-22T14:35:54Z,TRUE,FALSE,6,6,765
NA,690,base,interview,2023-02-22T14:32:25Z,NA,25,29,14,19,16,16,6,NA,NA,NA,36,5,47,NA,2023-02-22T14:33:12Z,TRUE,FALSE,6,6,690
NA,736,base,interview,2023-02-22T14:32:30Z,NA,11,11,26,26,40,11,2,NA,NA,NA,60,6116,87,NA,2023-02-22T16:15:28Z,TRUE,FALSE,6,6,736
NA,547,base,interview,2023-02-22T14:32:43Z,NA,60,69,80,21,31,26,4,NA,NA,NA,41,NA,45,NA,2023-02-22T14:33:28Z,FALSE,FALSE,5,5,547
NA,747,base,interview,2023-02-22T14:32:48Z,NA,21,21,22,20,18,14,3,NA,NA,NA,21,3257,49,NA,2023-02-22T15:27:29Z,FALSE,FALSE,6,6,747
NA,642,base,interview,2023-02-22T14:32:53Z,NA,38,25,42,33,6,8,2,NA,NA,NA,43,17,62,NA,2023-02-22T14:33:55Z,TRUE,FALSE,6,6,642
NA,575,base,interview,2023-02-22T14:32:54Z,NA,11,11,22,22,32,24,3,NA,NA,NA,11,5,19,NA,2023-02-22T14:33:13Z,TRUE,FALSE,6,6,575
NA,692,base,interview,2023-02-22T14:33:14Z,NA,20,15,15,14,17,14,5,NA,NA,NA,34,146,185,NA,2023-02-22T14:36:19Z,TRUE,FALSE,6,6,692
NA,690,base,interview,2023-02-22T14:33:22Z,NA,11,29,25,10,33,45,3,NA,NA,NA,18,NA,21,NA,2023-02-22T14:33:43Z,FALSE,FALSE,5,5,690
NA,771,base,interview,2023-02-22T14:33:33Z,NA,37,75,-9,101,-9,-9,3,NA,NA,NA,14,48,65,NA,2023-02-22T14:34:38Z,TRUE,FALSE,6,6,771
NA,797,base,interview,2023-02-22T14:33:50Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,8,NA,10,NA,2023-02-22T14:34:00Z,FALSE,FALSE,5,5,797
NA,567,base,interview,2023-02-22T14:34:20Z,NA,72,31,66,83,81,52,6,NA,NA,NA,42,78,126,NA,2023-02-22T14:36:26Z,TRUE,FALSE,6,6,567
NA,890,base,interview,2023-02-22T14:34:25Z,NA,31,31,27,27,13,23,5,NA,NA,NA,60,62,127,NA,2023-02-22T14:36:32Z,TRUE,FALSE,6,6,890
NA,562,base,interview,2023-02-22T14:34:45Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,24,NA,26,NA,2023-02-22T14:35:11Z,FALSE,FALSE,5,5,562
NA,762,base,interview,2023-02-22T14:34:45Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,21,174564,49,NA,2023-02-24T15:04:33Z,FALSE,FALSE,6,6,762
NA,771,base,interview,2023-02-22T14:35:04Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,6,22298,32,NA,2023-02-22T20:46:49Z,FALSE,FALSE,6,6,771
NA,553,base,interview,2023-02-22T14:35:36Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,10,NA,13,NA,2023-02-22T14:35:49Z,FALSE,FALSE,5,5,553
NA,852,base,interview,2023-02-22T14:35:41Z,NA,31,33,11,15,17,20,10,NA,NA,NA,70,32,112,NA,2023-02-22T14:37:33Z,TRUE,FALSE,6,6,852
NA,725,base,interview,2023-02-22T14:36:07Z,NA,-9,88,101,-9,-9,-9,1,NA,NA,NA,20,27149,46,NA,2023-02-22T22:08:57Z,FALSE,FALSE,6,6,725
NA,395,base,interview,2023-02-22T14:36:11Z,NA,51,51,51,51,51,51,12,NA,NA,NA,52,34,98,NA,2023-02-22T14:37:49Z,TRUE,FALSE,6,6,395
NA,768,base,interview,2023-02-22T14:36:30Z,NA,33,35,40,21,44,31,4,NA,NA,NA,26,NA,30,NA,2023-02-22T14:37:00Z,FALSE,FALSE,5,5,768
NA,692,base,interview,2023-02-22T14:36:34Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,6,NA,8,NA,2023-02-22T14:36:42Z,FALSE,FALSE,5,5,692
NA,567,base,interview,2023-02-22T14:36:46Z,NA,-9,-9,-9,-9,-9,-9,9,NA,NA,NA,13,NA,22,NA,2023-02-22T14:37:08Z,FALSE,FALSE,5,5,567
NA,748,base,interview,2023-02-22T14:37:21Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,8,9,18,NA,2023-02-22T14:37:40Z,TRUE,FALSE,6,6,748
NA,298,base,interview,2023-02-22T14:37:50Z,NA,81,36,61,26,1,51,12,NA,NA,NA,74,22,108,NA,2023-02-22T14:39:38Z,TRUE,FALSE,6,6,298
NA,921,base,interview,2023-02-22T14:37:50Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,12,12,27,NA,2023-02-22T14:38:17Z,TRUE,FALSE,6,6,921
NA,720,base,interview,2023-02-22T14:38:02Z,NA,1,1,1,1,1,3,7,NA,NA,NA,43,36,86,NA,2023-02-22T14:39:28Z,TRUE,FALSE,6,6,720
NA,952,base,interview,2023-02-22T14:38:04Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",32,42,42,28,28,30,3,NA,NA,5,31,5,44,NA,2023-02-22T14:38:48Z,TRUE,FALSE,6,6,952
NA,825,base,interview,2023-02-22T14:38:11Z,NA,36,40,45,10,26,14,5,NA,NA,NA,46,42,93,NA,2023-02-22T14:39:44Z,TRUE,FALSE,6,6,825
NA,631,base,interview,2023-02-22T14:38:27Z,NA,-9,-9,-9,-9,1,63,3,NA,NA,NA,14,36,53,NA,2023-02-22T14:39:20Z,TRUE,FALSE,6,6,631
NA,561,base,interview,2023-02-22T14:38:33Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",55,56,59,31,68,42,5,NA,NA,12,29,5,51,NA,2023-02-22T14:39:24Z,TRUE,FALSE,6,6,561
NA,542,base,interview,2023-02-22T14:38:39Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",-9,-9,-9,-9,-9,-9,2,NA,NA,7,13,31,53,NA,2023-02-22T14:39:32Z,TRUE,FALSE,6,6,542
NA,691,base,interview,2023-02-22T14:38:39Z,NA,52,41,81,61,66,71,2,NA,NA,NA,85,NA,87,NA,2023-02-22T14:40:06Z,FALSE,FALSE,5,5,691
NA,917,base,interview,2023-02-22T14:38:46Z,NA,23,21,14,18,6,15,5,NA,NA,NA,28,37,70,NA,2023-02-22T14:39:56Z,TRUE,FALSE,6,6,917
NA,299,base,interview,2023-02-22T14:39:01Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",64,-9,1,-9,-9,1,7,NA,NA,11,28,38,84,NA,2023-02-22T14:40:25Z,TRUE,FALSE,6,6,299
NA,902,base,interview,2023-02-22T14:39:25Z,NA,35,13,3,5,5,7,13,NA,NA,NA,32,16,61,NA,2023-02-22T14:40:26Z,TRUE,FALSE,6,6,902
NA,823,base,interview,2023-02-22T14:39:35Z,NA,68,60,81,38,35,27,7,NA,NA,NA,45,399,77,NA,2023-02-22T14:47:06Z,TRUE,FALSE,6,6,823
NA,790,base,interview,2023-02-22T14:39:39Z,NA,31,25,26,37,30,36,11,NA,NA,NA,23,37,71,NA,2023-02-22T14:40:50Z,TRUE,FALSE,6,6,790
NA,628,base,interview,2023-02-22T14:39:41Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",56,57,101,8,11,5,101,NA,NA,7,42,29,82,NA,2023-02-22T14:42:40Z,TRUE,FALSE,6,6,628
NA,720,base,interview,2023-02-22T14:39:47Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,7,9,18,NA,2023-02-22T14:40:05Z,TRUE,FALSE,6,6,720
NA,562,base,interview,2023-02-22T14:40:19Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,7,NA,9,NA,2023-02-22T14:40:28Z,FALSE,FALSE,5,5,562
NA,561,base,interview,2023-02-22T14:40:23Z,[NA] nicht beantwortet,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,6,NA,2023-02-22T14:40:29Z,FALSE,FALSE,4,4,561
NA,989,base,interview,2023-02-22T14:40:30Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,49,9,62,NA,2023-02-22T14:41:32Z,TRUE,FALSE,6,6,989
NA,956,base,interview,2023-02-22T14:40:38Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",71,40,67,70,64,61,2,NA,NA,11,48,44,105,NA,2023-02-22T14:42:23Z,TRUE,FALSE,6,6,956
NA,548,base,interview,2023-02-22T14:40:39Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,10,5,17,NA,2023-02-22T14:40:56Z,TRUE,FALSE,6,6,548
NA,775,base,interview,2023-02-22T14:40:44Z,NA,31,3,5,3,40,10,4,NA,NA,NA,31,NA,35,NA,2023-02-22T14:41:19Z,FALSE,FALSE,5,5,775
NA,358,base,interview,2023-02-22T14:41:09Z,NA,-9,-9,-9,-9,-9,-9,7,NA,NA,NA,28,113,148,NA,2023-02-22T14:43:37Z,TRUE,FALSE,6,6,358
NA,538,base,interview,2023-02-22T14:41:09Z,NA,1,1,-9,-9,-9,1,16,NA,NA,NA,120,252,388,NA,2023-02-22T14:47:37Z,TRUE,FALSE,6,6,538
NA,578,base,interview,2023-02-22T14:41:28Z,NA,101,71,101,61,42,81,8,NA,NA,NA,95,13,116,NA,2023-02-22T14:43:24Z,TRUE,FALSE,6,6,578
NA,714,base,interview,2023-02-22T14:41:58Z,NA,1,2,-9,-9,-9,-9,4,NA,NA,NA,22,29,55,NA,2023-02-22T14:42:53Z,TRUE,FALSE,6,6,714
NA,304,base,interview,2023-02-22T14:42:06Z,NA,86,40,67,66,64,49,14,NA,NA,NA,65,498,104,NA,2023-02-22T14:51:43Z,TRUE,FALSE,6,6,304
NA,700,base,interview,2023-02-22T14:42:10Z,NA,-9,-9,1,1,-9,-9,3,NA,NA,NA,16,NA,19,NA,2023-02-22T14:42:29Z,FALSE,FALSE,5,5,700
NA,561,base,interview,2023-02-22T14:42:34Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",64,60,58,60,29,34,1,NA,NA,3,19,NA,23,NA,2023-02-22T14:42:57Z,FALSE,FALSE,5,5,561
NA,778,base,interview,2023-02-22T14:42:46Z,NA,56,51,11,11,11,11,3,NA,NA,NA,92,5,100,NA,2023-02-22T14:44:26Z,TRUE,FALSE,6,6,778
NA,727,base,interview,2023-02-22T14:43:03Z,NA,64,-9,81,52,39,52,4,NA,NA,NA,50,163,217,NA,2023-02-22T14:46:40Z,TRUE,FALSE,6,6,727
NA,813,base,interview,2023-02-22T14:43:28Z,NA,-9,-9,-9,-9,-9,-9,18,NA,NA,NA,18,40,76,NA,2023-02-22T14:44:44Z,TRUE,FALSE,6,6,813
NA,714,base,interview,2023-02-22T14:43:33Z,NA,-9,73,-9,-9,-9,-9,7,NA,NA,NA,14,73985,46,NA,2023-02-23T11:16:59Z,TRUE,FALSE,6,6,714
NA,578,base,interview,2023-02-22T14:43:35Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,5,NA,7,NA,2023-02-22T14:43:42Z,FALSE,FALSE,5,5,578
NA,888,base,interview,2023-02-22T14:43:39Z,NA,61,61,56,42,35,31,6,NA,NA,NA,40,NA,46,NA,2023-02-22T14:44:25Z,FALSE,FALSE,5,5,888
NA,990,base,interview,2023-02-22T14:44:23Z,NA,55,49,44,30,60,30,9,NA,NA,NA,46,21,76,NA,2023-02-22T14:45:39Z,TRUE,FALSE,6,6,990
NA,888,base,interview,2023-02-22T14:44:47Z,NA,56,59,51,47,48,49,1,NA,NA,NA,14,438,40,NA,2023-02-22T14:52:20Z,TRUE,FALSE,6,6,888
NA,778,base,interview,2023-02-22T14:44:49Z,NA,57,49,13,14,11,12,2,NA,NA,NA,30,57,89,NA,2023-02-22T14:46:18Z,TRUE,FALSE,6,6,778
NA,788,base,interview,2023-02-22T14:44:58Z,NA,19,17,22,24,25,24,12,NA,NA,NA,32,494,69,NA,2023-02-22T14:53:56Z,TRUE,FALSE,6,6,788
NA,1014,base,interview,2023-02-22T14:46:01Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,-9,-9,-9,-9,-9,-9,5,NA,NA,26,31,106,148,NA,2023-02-22T14:48:49Z,TRUE,FALSE,6,6,1014
NA,863,base,interview,2023-02-22T14:46:17Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,38,28,-9,-9,-9,-9,4,NA,NA,4,19,110,137,NA,2023-02-22T14:48:34Z,TRUE,FALSE,6,6,863
NA,988,base,interview,2023-02-22T14:46:30Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,8,102,114,NA,2023-02-22T14:48:24Z,TRUE,FALSE,6,6,988
NA,971,base,interview,2023-02-22T14:46:39Z,NA,11,11,12,12,12,13,10,NA,NA,NA,33,44,87,NA,2023-02-22T14:48:06Z,TRUE,FALSE,6,6,971
NA,757,base,interview,2023-02-22T14:47:06Z,NA,51,56,6,16,21,16,6,NA,NA,NA,35,69,110,NA,2023-02-22T14:48:56Z,TRUE,FALSE,6,6,757
NA,727,base,interview,2023-02-22T14:47:10Z,NA,101,-9,-9,-9,-9,-9,3,NA,NA,NA,10,NA,13,NA,2023-02-22T14:47:23Z,FALSE,FALSE,5,5,727
NA,825,base,interview,2023-02-22T14:47:20Z,NA,-9,-9,-9,-9,-9,88,1,NA,NA,NA,8,4296,34,NA,2023-02-22T15:59:05Z,FALSE,FALSE,6,6,825
NA,546,base,interview,2023-02-22T14:47:30Z,NA,45,38,24,20,23,14,2,NA,NA,NA,34,4,40,NA,2023-02-22T14:48:10Z,TRUE,FALSE,6,6,546
NA,719,base,interview,2023-02-22T14:48:02Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,-9,1,-9,1,-9,-9,3,NA,NA,6,17,13,39,NA,2023-02-22T14:48:41Z,TRUE,FALSE,6,6,719
NA,538,base,interview,2023-02-22T14:48:15Z,NA,-9,-9,-9,-9,-9,1,1,NA,NA,NA,14,247088,40,NA,2023-02-25T11:26:38Z,FALSE,FALSE,6,6,538
NA,882,base,interview,2023-02-22T14:48:19Z,NA,41,16,21,6,1,1,7,NA,NA,NA,51,30,88,NA,2023-02-22T14:49:47Z,TRUE,FALSE,6,6,882
NA,569,base,interview,2023-02-22T14:48:28Z,NA,95,84,86,94,90,91,5,NA,NA,NA,20,12,37,NA,2023-02-22T14:49:05Z,TRUE,FALSE,6,6,569
NA,988,base,interview,2023-02-22T14:48:51Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,6,411623,32,NA,2023-02-27T09:09:21Z,FALSE,FALSE,6,6,988
NA,406,base,interview,2023-02-22T14:48:55Z,NA,-9,-9,-9,-9,-9,-9,5,NA,NA,NA,28,75,108,NA,2023-02-22T14:50:43Z,TRUE,FALSE,6,6,406
NA,840,base,interview,2023-02-22T14:49:28Z,NA,-9,-9,-9,-9,-9,-9,12,NA,NA,NA,13,484,50,NA,2023-02-22T14:57:57Z,TRUE,FALSE,6,6,840
NA,741,base,interview,2023-02-22T14:49:49Z,NA,26,20,13,10,13,7,4,NA,NA,NA,31,176,211,NA,2023-02-22T14:53:20Z,TRUE,FALSE,6,6,741
NA,569,base,interview,2023-02-22T14:49:52Z,NA,84,86,85,85,87,87,2,NA,NA,NA,28,35,65,NA,2023-02-22T14:50:57Z,TRUE,FALSE,6,6,569
NA,653,base,interview,2023-02-22T14:49:58Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,49,47,52,47,53,52,2,NA,NA,4,33,NA,39,NA,2023-02-22T14:50:37Z,FALSE,FALSE,5,5,653
NA,697,base,interview,2023-02-22T14:50:00Z,NA,-9,87,-9,-9,-9,-9,2,NA,NA,NA,6,4,12,NA,2023-02-22T14:50:12Z,TRUE,FALSE,6,6,697
NA,710,base,interview,2023-02-22T14:50:06Z,NA,56,74,-9,-9,-9,47,2,NA,NA,NA,8,55242,35,NA,2023-02-23T06:10:58Z,TRUE,FALSE,6,6,710
NA,404,base,interview,2023-02-22T14:50:14Z,NA,61,71,51,81,86,51,10,NA,NA,NA,65,97,172,NA,2023-02-22T14:53:06Z,TRUE,FALSE,6,6,404
NA,882,base,interview,2023-02-22T14:50:41Z,NA,-9,58,79,-9,-9,-9,2,NA,NA,NA,10,NA,12,NA,2023-02-22T14:50:53Z,FALSE,FALSE,5,5,882
NA,742,base,interview,2023-02-22T14:50:44Z,NA,16,21,38,16,12,21,5,NA,NA,NA,30,12,47,NA,2023-02-22T14:51:31Z,TRUE,FALSE,6,6,742
NA,542,base,interview,2023-02-22T14:50:45Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,1,-9,-9,-9,-9,-9,2,NA,NA,8,70,67101,105,NA,2023-02-23T09:30:26Z,FALSE,FALSE,6,6,542
NA,729,base,interview,2023-02-22T14:50:53Z,NA,31,29,31,35,77,36,2,NA,NA,NA,28,NA,30,NA,2023-02-22T14:51:23Z,FALSE,FALSE,5,5,729
NA,574,base,interview,2023-02-22T14:51:21Z,NA,29,20,25,21,14,14,6,NA,NA,NA,27,9,42,NA,2023-02-22T14:52:03Z,TRUE,FALSE,6,6,574
NA,1064,base,interview,2023-02-22T14:51:27Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",52,51,52,52,48,53,1,NA,NA,3,19,35,58,NA,2023-02-22T14:52:25Z,TRUE,FALSE,6,6,1064
NA,393,base,interview,2023-02-22T14:51:58Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",1,-9,-9,-9,-9,-9,8,NA,NA,9,26,NA,43,NA,2023-02-22T14:52:41Z,FALSE,FALSE,5,5,393
NA,694,base,interview,2023-02-22T14:52:15Z,NA,32,17,41,27,41,35,4,NA,NA,NA,51,8,63,NA,2023-02-22T14:53:18Z,TRUE,FALSE,6,6,694
NA,965,base,interview,2023-02-22T14:52:18Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",41,41,49,5,9,11,1,NA,NA,7,53,5,66,NA,2023-02-22T14:53:24Z,TRUE,FALSE,6,6,965
NA,1034,base,interview,2023-02-22T14:52:32Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",42,42,42,42,42,42,2,NA,NA,7,25,7,41,NA,2023-02-22T14:53:13Z,TRUE,FALSE,6,6,1034
NA,849,base,interview,2023-02-22T14:52:45Z,NA,17,20,18,15,101,34,3,NA,NA,NA,9,5,17,NA,2023-02-22T14:53:02Z,TRUE,FALSE,6,6,849
NA,1064,base,interview,2023-02-22T14:52:45Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,68,46,41,42,39,44,2,NA,NA,2,14,3,21,NA,2023-02-22T14:53:06Z,TRUE,FALSE,6,6,1064
NA,982,base,interview,2023-02-22T14:52:53Z,NA,56,62,47,25,87,47,2,NA,NA,NA,43,11821,70,NA,2023-02-22T18:10:39Z,FALSE,FALSE,6,6,982
NA,772,base,interview,2023-02-22T14:53:58Z,NA,71,-9,-9,-9,-9,1,5,NA,NA,NA,36,19,60,NA,2023-02-22T14:54:59Z,TRUE,FALSE,6,6,772
NA,817,base,interview,2023-02-22T14:53:59Z,NA,13,10,87,19,41,13,7,NA,NA,NA,14,1,22,NA,2023-02-22T14:54:21Z,TRUE,FALSE,6,6,817
NA,631,base,interview,2023-02-22T14:54:00Z,NA,101,101,101,101,-9,-9,23,NA,NA,NA,19,NA,42,NA,2023-02-22T14:54:42Z,FALSE,FALSE,5,5,631
NA,989,base,interview,2023-02-22T14:54:08Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,9,NA,11,NA,2023-02-22T14:54:19Z,FALSE,FALSE,5,5,989
NA,1044,base,interview,2023-02-22T14:54:15Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,11,5,3,1,-9,-9,9,NA,NA,21,48,20,98,NA,2023-02-22T14:55:53Z,TRUE,FALSE,6,6,1044
