SERIAL,REF,QUESTNNR,MODE,STARTED,AK01_01,AK01_02,AK01_03,AK01_04,AK01_05,AK01_06,AK01_07,AK01_08,AK01_09,AK02_01,AK03,AK04,AK04_07,AK04_01,AK04_02,AK04_03,AK04_04,AK04_05,AK04_06,AK05_01,AS01,AS02_01,AS03_16,AS03_16a,AS05,AS05_17,BF_Gew1,BF_Ext1,BF_Ver1,BF_Off1,BF_Neu1,BF_Ext2,BF_Ver2,BF_Gew2,BF_Ext3,BF_Off2,BF_Neu2,BF_Gew3,BF_Ver3,BF_Off3,BF_Neu3,BF03,BF04,BF05,BG02,EE01_01,EE01_02,EE01_03,EE02_01,EE02_02,EW01_01,EW01_02,EW01_03,EW01_04,EW01_05,EW01_06,EW01_07,EW01_08,EW01_09,EW01_10,HV01_01,HV01_02,HV01_03,HV01_04,HV02_01,LM01_01,LM01_02,LM01_03,LM01_04,LM01_05,LM01_07,LM01_08,LM02,LM02x01,LM02x02,LM02x03,LM02x04,LM02x05,LM02x06,LM02x07,LM02x08,LM02x09,LM02x10,NC01_01,NC01_02,NC01_03,NC01_04,PC01_01,PC01_02,PC01_03,PC01_04,PC01_05,PC01_06,PC01_07,PC01_08,PC01_09,SD01,SD02_01,SD04_01,SELLMO_01,SELLMO_02,SELLMO_03,SELLMO_04,SELLMO_05,SELLMO_06,SELLMO_07,SELLMO_08,SELLMO_09,SELLMO_10,SELLMO_11,SELLMO_12,SELLMO_13,SELLMO_14,SELLMO_15,SELLMO_16,SELLMO_17,SELLMO_18,SELLMO_19,SELLMO_20,SELLMO_21,SELLMO_22,SELLMO_23,SELLMO_24,SELLMO_25,SELLMO_26,SELLMO_27,SELLMO_28,SELLMO_29,SELLMO_30,SELLMO_31,ST01,ST01_11,ST02_01,ST03,ST04,ST05,ST05_01,ST05_02,ST05_03,ST05_04,ST05_04a,ST05_05,ST05_05a,ST07_01,UA02_01,UA02_02,UA02_03,UA02_04,UA02_05,UA02_06,UA02_07,WL01_01,WL03_01,ZG01_CP,ZG01,ZG03_01,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,PID,n_NA,min_n_NA_perPerson,rows_to_keep,informed_consent
NA,777,Fragebogen6,interview,2022-10-19T15:22:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.0,2,FALSE,NA,NA,6,6,6,2,7,4,6,6,6,2,6,6,6,7,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,1,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,3,2,1,4,3,2,2,2,weiblich,21,NA,3,3,1,1,4,4,2,4,4,3,4,3,2,3,2,4,2,3,2,4,3,2,1,1,2,5,4,4,3,2,5,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,12,FALSE,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83,8927RGZK45PQZF1V,3,NA,9,41,110,60,27,103,81,7,147,24,17,629,NA,2022-10-19T15:33:11Z,TRUE,FALSE,13,13,777,70,70,TRUE,TRUE
NA,778,Fragebogen6,interview,2022-10-19T15:20:15Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fachhochschulreife,2.0,NA,TRUE,NA,NA,6,7,6,5,5,5,6,6,7,7,2,6,6,5,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,3,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,2,2,1,2,2,3,2,2,2,weiblich,26,NA,4,2,1,1,5,3,1,4,1,1,1,4,1,1,3,5,1,1,3,5,3,3,1,5,2,1,1,5,1,1,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,10,FALSE,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,68,6KMXEHZFKDLPHZAC,4,NA,3,66,70,67,38,99,61,6,60,22,14,510,NA,2022-10-19T15:28:45Z,TRUE,FALSE,13,13,778,71,71,TRUE,TRUE
NA,779,Fragebogen6,interview,2022-10-19T15:20:33Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.0,12,FALSE,NA,NA,6,5,6,3,6,3,6,5,4,5,4,5,6,3,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,4,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,3,3,3,3,3,3,3,weiblich,23,NA,4,4,4,3,5,4,2,4,4,2,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,3,2,4,Bachelor Primarstufe,NA,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,5,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,382,YRBLW19VCZSAQVED,3,NA,9,54,115,99,64,96,107,13,89,38,9,696,NA,2022-10-19T15:32:09Z,TRUE,FALSE,13,13,779,70,70,TRUE,TRUE
NA,780,Fragebogen6,interview,2022-10-19T15:20:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,3.4,4,FALSE,NA,NA,5,6,6,4,6,4,7,2,5,5,5,6,7,6,1,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,5,3,3,3,3,4,3,2,3,3,männlich,24,NA,5,4,3,3,4,4,2,2,3,3,3,2,3,3,3,4,3,4,4,4,4,4,4,4,5,3,3,5,3,3,4,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,88,8UUTE9E4SBMP38FD,20,NA,6,102,85,84,57,88,94,7,88,22,20,673,NA,2022-10-19T15:31:59Z,TRUE,FALSE,13,13,780,71,71,TRUE,TRUE
NA,781,Fragebogen6,interview,2022-10-19T15:21:16Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.5,NA,TRUE,NA,NA,6,6,7,4,7,6,5,6,6,1,3,5,7,2,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1,1,2,1,1,lautes Sprechen,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,2,1,1,1,2,2,2,2,2,weiblich,21,NA,3,4,4,4,4,4,1,3,1,3,2,4,3,4,1,4,3,4,3,3,3,4,1,4,3,4,2,3,1,4,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,5,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,108,AE2RPMP49PLCL2H7,2,NA,7,58,46,63,37,67,73,7,153,177,29,719,NA,2022-10-19T15:33:15Z,TRUE,FALSE,13,13,781,70,70,TRUE,TRUE
NA,783,Fragebogen6,interview,2022-10-19T15:23:21Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.8,6,FALSE,NA,NA,7,6,7,4,7,2,5,5,4,2,5,7,7,7,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,1,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,3,3,2,2,3,3,2,2,1,weiblich,22,NA,5,4,1,2,5,2,1,5,3,1,1,5,3,3,4,5,3,2,2,5,4,3,2,5,5,3,2,5,2,2,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,15,FALSE,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,253,Q56T531FDFKBZU52,1,NA,4,37,151,73,29,73,61,6,140,33,22,630,NA,2022-10-19T15:33:51Z,TRUE,FALSE,13,13,783,70,70,TRUE,TRUE
NA,784,Fragebogen6,interview,2022-10-19T15:20:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.2,8,FALSE,NA,NA,7,7,4,5,5,3,7,5,7,7,5,7,7,5,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,4,3,3,2,3,3,4,3,2,weiblich,20,NA,3,4,2,3,5,2,2,4,3,3,2,5,3,3,2,5,3,3,2,4,4,3,2,4,4,3,4,4,3,3,4,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,FALSE,TRUE,FALSE,TRUE,12,FALSE,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,4TL5863P3M5BBGSS,4,NA,127,39,96,54,34,79,60,9,157,49,15,603,NA,2022-10-19T15:32:48Z,TRUE,FALSE,13,13,784,70,70,TRUE,TRUE
NA,785,Fragebogen6,interview,2022-10-19T15:21:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.1,4,FALSE,NA,NA,6,5,5,5,5,4,6,6,4,6,4,6,6,4,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,2,2,2,2,2,2,2,2,2,2,weiblich,21,NA,4,3,4,4,5,3,2,5,2,1,2,4,3,3,3,5,3,2,3,4,3,2,2,4,3,2,3,4,2,2,2,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,8,FALSE,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,73,79P55R7VP7RZE128,4,NA,12,61,53,90,44,83,68,7,58,44,571,541,NA,2022-10-19T15:40:04Z,TRUE,FALSE,13,13,785,70,70,TRUE,TRUE
NA,786,Fragebogen6,interview,2022-10-19T15:20:32Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.3,12,FALSE,NA,NA,5,7,6,5,2,5,7,3,7,7,1,7,7,7,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,1,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1,3,3,3,3,3,3,3,2,3,weiblich,23,NA,4,3,1,3,5,1,3,5,3,2,3,4,4,1,3,5,3,3,3,5,4,4,2,3,4,5,3,4,1,3,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,5,FALSE,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,384,YWR4GHZVXW16QADB,11,NA,6,60,86,75,45,139,95,9,80,44,NA,650,NA,2022-10-19T15:31:22Z,FALSE,FALSE,12,12,786,71,71,TRUE,TRUE
NA,787,Fragebogen6,interview,2022-10-19T15:21:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,3.1,3,FALSE,NA,NA,7,5,6,6,7,1,4,7,3,1,1,7,7,7,1,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,3,4,1,Wiederholung,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,1,1,1,1,1,1,1,männlich,20,NA,4,3,3,3,4,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,4,3,3,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,250,PPWFVRSH43G2L4FM,3,NA,6,45,47,51,22,70,39,8,51,32,16,390,NA,2022-10-19T15:27:30Z,TRUE,FALSE,13,13,787,70,70,TRUE,TRUE
NA,788,Fragebogen6,interview,2022-10-19T15:20:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fachhochschulreife,2.5,2,FALSE,NA,NA,4,7,6,6,4,6,6,3,7,6,2,6,6,6,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,1,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,2,4,4,4,4,3,3,1,3,2,weiblich,24,NA,5,4,1,1,5,1,3,4,2,2,1,5,1,1,2,5,1,2,2,5,3,2,1,4,4,2,3,5,1,1,2,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,2,FALSE,TRUE,FALSE,TRUE,10,FALSE,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,97,9K4FXL4PDMFGTESB,8,NA,10,50,113,89,28,73,67,10,122,68,9,647,NA,2022-10-19T15:31:16Z,TRUE,FALSE,13,13,788,70,70,TRUE,TRUE
NA,789,Fragebogen6,interview,2022-10-19T15:21:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fachhochschulreife,2.5,5,FALSE,NA,NA,3,5,4,4,5,3,5,4,5,3,5,5,6,6,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,4,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,4,3,3,4,3,3,2,3,3,2,männlich,22,NA,4,4,3,4,5,3,4,4,4,3,3,4,3,3,4,4,3,3,4,4,4,3,4,5,4,3,4,4,3,3,4,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,6,FALSE,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,256,Q78WVGKRA1814NWF,2,NA,5,31,51,93,28,71,44,12,93,54,39,523,NA,2022-10-19T15:30:29Z,TRUE,FALSE,13,13,789,70,70,TRUE,TRUE
NA,790,Fragebogen6,interview,2022-10-19T15:20:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,3.0,NA,TRUE,NA,NA,6,6,6,6,5,6,6,4,6,6,4,5,6,6,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1,2,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,3,2,2,3,2,2,2,2,männlich,23,NA,4,3,1,3,4,1,4,4,4,1,1,4,1,1,4,5,1,1,1,4,1,1,1,4,4,1,4,4,1,1,4,Bachelor Europalehramt Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,10,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,113,B5267EZ6E5F8MEYS,3,NA,4,29,43,65,27,55,48,11,436,34,6,761,NA,2022-10-19T15:33:23Z,TRUE,FALSE,13,13,790,71,71,TRUE,TRUE
NA,791,Fragebogen6,interview,2022-10-19T15:20:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.3,3,FALSE,NA,NA,6,7,6,6,7,4,6,3,6,7,6,5,7,7,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,1,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,3,3,3,3,3,3,3,3,3,weiblich,19,-,3,4,3,1,5,3,3,4,1,2,3,5,1,1,3,5,3,1,3,4,3,3,2,4,5,2,3,5,1,1,3,Bachelor Europalehramt Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,1,FALSE,FALSE,FALSE,TRUE,20,FALSE,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163,FWESV6U7YBAM2L1A,7,NA,10,52,127,111,56,102,83,7,84,63,63,765,NA,2022-10-19T15:33:08Z,TRUE,FALSE,13,13,791,69,69,TRUE,TRUE
NA,792,Fragebogen6,interview,2022-10-19T15:20:22Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.6,NA,TRUE,NA,NA,6,5,4,5,3,5,3,4,5,6,3,5,4,6,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,2,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,2,3,2,4,3,3,2,2,3,weiblich,21,Mathe (3-stündig) --> 14 Punkte ,4,2,1,1,4,1,1,5,3,3,1,4,1,1,2,5,3,2,3,5,4,2,2,4,4,3,1,4,2,2,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,244,PEG9B3YGQVNAS2Z8,6,NA,10,46,69,60,32,80,82,10,121,68,30,614,NA,2022-10-19T15:30:37Z,TRUE,FALSE,13,13,792,71,71,TRUE,TRUE
NA,793,Fragebogen6,interview,2022-10-19T15:20:31Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.1,9,FALSE,NA,NA,5,5,4,5,6,7,2,4,4,5,5,5,4,6,7,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,2,4,4,4,4,4,1,3,3,4,weiblich,19,NA,5,5,2,2,4,2,1,5,5,1,1,4,4,1,1,5,2,2,2,4,4,2,2,4,4,1,1,4,2,1,1,Bachelor Europalehramt Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,3,TRUE,FALSE,TRUE,TRUE,16,FALSE,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,165,G28M7GQFTFXRC4KM,4,NA,8,32,32,33,14,32,33,10,93,21,40,352,NA,2022-10-19T15:26:23Z,TRUE,FALSE,13,13,793,70,70,TRUE,TRUE
NA,794,Fragebogen6,interview,2022-10-19T15:20:19Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.2,7,FALSE,NA,NA,7,6,7,6,3,5,7,7,6,5,3,7,7,3,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,4,2,1,1,2,2,2,2,1,1,weiblich,21,NA,5,4,3,3,5,3,1,5,3,1,2,4,3,3,1,5,3,1,1,5,4,3,2,4,4,3,2,5,2,2,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53,5AMAZVMN49WSKN2S,4,NA,6,57,84,88,100,103,79,10,81,48,36,696,NA,2022-10-19T15:31:55Z,TRUE,FALSE,13,13,794,71,71,TRUE,TRUE
NA,795,Fragebogen6,interview,2022-10-19T15:26:25Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.1,7,FALSE,NA,NA,6,7,4,3,7,7,5,1,7,1,5,5,7,5,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,4,3,2,2,3,2,3,2,3,weiblich,20,NA,4,3,1,4,5,4,2,3,3,2,3,5,2,2,4,5,3,3,4,5,4,2,4,5,4,3,5,5,3,2,4,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,9,FALSE,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,4A4X9YDNCL5E92V1,19,NA,13,55,124,72,84,87,67,11,191,95,58,876,NA,2022-10-19T15:41:01Z,TRUE,FALSE,13,13,795,70,70,TRUE,TRUE
